_id,task,label,difficulty,correct_answer,target_image,presented_images[0],presented_images[1],presented_images[2],presented_images[3],group_order,rt,stimulus,response,trial_type,trial_index,plugin_version,time_elapsed,ppt_id,correct,__v,response.age,response.gender,response.english_first,response.response,participant_response,final_response,correct_response,response.ppt_id_manual
687173e67ccbcb9157f6fa19,comprehension,foam,2,2,images/foam.jpg,images/float.jpg,images/foam.jpg,images/asparagus.jpg,images/quilt.jpg,CP,3096,<h3>Which is the foam?</h3>,3,html-button-response,31,2.1.0,108265,P1752265594334,false,0,,,,,,,,
687173e87ccbcb9157f6fa1b,comprehension,tulip,3,1,images/tulip.jpg,images/tulip.jpg,images/glove.jpg,images/hubcap.jpg,images/rose.jpg,CP,2313,<h3>Which is the tulip?</h3>,1,html-button-response,32,2.1.0,110580,P1752265594334,false,0,,,,,,,,
687173eb7ccbcb9157f6fa1d,comprehension,fruitcake,3,2,images/fruitcake.jpg,images/fudge.jpg,images/fruitcake.jpg,images/anvil.jpg,images/dough.jpg,CP,2446,<h3>Which is the fruitcake?</h3>,0,html-button-response,33,2.1.0,113029,P1752265594334,false,0,,,,,,,,
687173ee7ccbcb9157f6fa1f,comprehension,clothespin,3,3,images/clothespin.jpg,images/fondue.jpg,images/volleyball.jpg,images/clothespin.jpg,images/toothpick.jpg,CP,3078,<h3>Which is the clothespin?</h3>,3,html-button-response,34,2.1.0,116110,P1752265594334,false,0,,,,,,,,
687173f07ccbcb9157f6fa21,comprehension,stew,3,4,images/stew.jpg,images/soup.jpg,images/orchid.jpg,images/mixer.jpg,images/stew.jpg,CP,2078,<h3>Which is the stew?</h3>,0,html-button-response,35,2.1.0,118191,P1752265594334,false,0,,,,,,,,
687173f37ccbcb9157f6fa23,comprehension,buffet,3,2,images/buffet.jpg,images/rhubarb.jpg,images/buffet.jpg,images/counter.jpg,images/crib.jpg,CP,,,,html-button-response,37,2.1.0,120744,P1752265594334,false,0,,,,,,,,
687173f37ccbcb9157f6fa25,comprehension,bouquet,3,4,images/bouquet.jpg,images/bandanna.jpg,images/submarine.jpg,images/centerpiece.jpg,images/bouquet.jpg,CP,2548,<h3>Which is the bouquet?</h3>,2,html-button-response,36,2.1.0,120741,P1752265594334,false,0,,,,,,,,
687173f37ccbcb9157f6fa27,comprehension,stump,3,2,images/stump.jpg,images/bookshelf.jpg,images/stump.jpg,images/showerhead.jpg,images/log.jpg,CP,,,,html-button-response,39,2.1.0,120748,P1752265594334,false,0,,,,,,,,
687173f37ccbcb9157f6fa29,comprehension,coaster,3,4,images/coaster.jpg,images/card.jpg,images/hummingbird.jpg,images/painting.jpg,images/coaster.jpg,CP,,,,html-button-response,38,2.1.0,120746,P1752265594334,false,0,,,,,,,,
687173f37ccbcb9157f6fa2b,comprehension,tuxedo,3,3,images/tuxedo.jpg,images/moccasin.jpg,images/suit.jpg,images/tuxedo.jpg,images/stroller.jpg,CP,,,,html-button-response,44,2.1.0,120758,P1752265594334,false,0,,,,,,,,
687173f37ccbcb9157f6fa2d,comprehension,kimono,4,2,images/kimono.jpg,images/turntable.jpg,images/kimono.jpg,images/cardigan.jpg,images/cable.jpg,CP,,,,html-button-response,45,2.1.0,120760,P1752265594334,false,0,,,,,,,,
687173f37ccbcb9157f6fa2f,comprehension,net,3,2,images/net.jpg,images/hydrant.jpg,images/net.jpg,images/domino.jpg,images/tee.jpg,CP,,,,html-button-response,41,2.1.0,120752,P1752265594334,false,0,,,,,,,,
687173f37ccbcb9157f6fa31,comprehension,locker,3,4,images/locker.jpg,images/cabinet.jpg,images/basket.jpg,images/gargoyle.jpg,images/locker.jpg,CP,,,,html-button-response,40,2.1.0,120750,P1752265594334,false,0,,,,,,,,
687173f37ccbcb9157f6fa33,comprehension,cloak,3,3,images/cloak.jpg,images/hood.jpg,images/jellyfish.jpg,images/cloak.jpg,images/cinnamon.jpg,CP,,,,html-button-response,42,2.1.0,120753,P1752265594334,false,0,,,,,,,,
687173f37ccbcb9157f6fa35,comprehension,sandbag,3,4,images/sandbag.jpg,images/valve.jpg,images/octopus.jpg,images/sandpaper.jpg,images/sandbag.jpg,CP,,,,html-button-response,43,2.1.0,120756,P1752265594334,false,0,,,,,,,,
687173f37ccbcb9157f6fa37,comprehension,mandolin,4,3,images/mandolin.jpg,images/gourd.jpg,images/mast.jpg,images/mandolin.jpg,images/seismograph.jpg,CP,,,,html-button-response,47,2.1.0,120763,P1752265594334,false,0,,,,,,,,
687173f37ccbcb9157f6fa39,comprehension,pistachio,4,4,images/pistachio.jpg,images/avocado.jpg,images/bagpipe.jpg,images/taco.jpg,images/pistachio.jpg,CP,,,,html-button-response,46,2.1.0,120762,P1752265594334,false,0,,,,,,,,
687173f37ccbcb9157f6fa3b,comprehension,prism,4,4,images/prism.jpg,images/chinchilla.jpg,images/radar.jpg,images/subway.jpg,images/prism.jpg,CP,,,,html-button-response,48,2.1.0,120765,P1752265594334,false,0,,,,,,,,
687173f37ccbcb9157f6fa3d,comprehension,corset,4,2,images/corset.jpg,images/bonsai.jpg,images/corset.jpg,images/mantle.jpg,images/harness.jpg,CP,,,,html-button-response,49,2.1.0,120766,P1752265594334,false,0,,,,,,,,
687173f37ccbcb9157f6fa3f,comprehension,tapestry,4,1,images/tapestry.jpg,images/tapestry.jpg,images/backdrop.jpg,images/forklift.jpg,images/leggings.jpg,CP,,,,html-button-response,50,2.1.0,120768,P1752265594334,false,0,,,,,,,,
687173f37ccbcb9157f6fa41,comprehension,gondola,4,1,images/gondola.jpg,images/gondola.jpg,images/charger.jpg,images/clipboard.jpg,images/trolley.jpg,CP,,,,html-button-response,51,2.1.0,120769,P1752265594334,false,0,,,,,,,,
687173f37ccbcb9157f6fa43,comprehension,sorbet,4,4,images/sorbet.jpg,images/tamale.jpg,images/chive.jpg,images/palette.jpg,images/sorbet.jpg,CP,,,,html-button-response,52,2.1.0,120769,P1752265594334,false,0,,,,,,,,
687173f37ccbcb9157f6fa45,comprehension,stretcher,4,3,images/stretcher.jpg,images/vase.jpg,images/thermostat.jpg,images/stretcher.jpg,images/drill.jpg,CP,,,,html-button-response,53,2.1.0,120770,P1752265594334,false,0,,,,,,,,
687173f37ccbcb9157f6fa47,comprehension,grate,4,3,images/grate.jpg,images/reel.jpg,images/tuba.jpg,images/grate.jpg,images/crate.jpg,CP,,,,html-button-response,55,2.1.0,120772,P1752265594334,false,0,,,,,,,,
687173f37ccbcb9157f6fa49,comprehension,swordfish,4,4,images/swordfish.jpg,images/graffiti.jpg,images/leopard.jpg,images/catfish.jpg,images/swordfish.jpg,CP,,,,html-button-response,56,2.1.0,120773,P1752265594334,false,0,,,,,,,,
687173f37ccbcb9157f6fa4b,comprehension,artichoke,4,1,images/artichoke.jpg,images/artichoke.jpg,images/cello.jpg,images/sunroof.jpg,images/leek.jpg,CP,,,,html-button-response,54,2.1.0,120771,P1752265594334,false,0,,,,,,,,
687173f37ccbcb9157f6fa4d,comprehension,scaffolding,4,4,images/scaffolding.jpg,images/antelope.jpg,images/veil.jpg,images/satellite.jpg,images/scaffolding.jpg,CP,,,,html-button-response,57,2.1.0,120773,P1752265594334,false,0,,,,,,,,
687173fe7ccbcb9157f6fa4f,production,wheel,0,,images/wheel.jpg,,,,,CP,6715,,,survey-html-form,60,2.1.0,132024,P1752265594334,true,0,,,,wheel,wheel,wheel,wheel,
687174017ccbcb9157f6fa51,production,ball,0,,images/ball.jpg,,,,,CP,2895,,,survey-html-form,61,2.1.0,134923,P1752265594334,true,0,,,,ball,ball,ball,ball,
687174067ccbcb9157f6fa53,production,rice,1,,images/rice.jpg,,,,,CP,3983,,,survey-html-form,63,2.1.0,140305,P1752265594334,true,0,,,,rice,rice,rice,rice,
6871742b7ccbcb9157f6fa55,production,scoop,1,,images/scoop.jpg,,,,,CP,36361,,,survey-html-form,64,2.1.0,176669,P1752265594334,false,0,,,,idk/dig/excavate,idk/dig/excavate,excavate,scoop,
687174317ccbcb9157f6fa57,production,turkey,1,,images/turkey.jpg,,,,,CP,6492,,,survey-html-form,65,2.1.0,183165,P1752265594334,false,0,,,,eagle,eagle,eagle,turkey,
687174397ccbcb9157f6fa59,production,seagull,1,,images/seagull.jpg,,,,,CP,7935,,,survey-html-form,66,2.1.0,191103,P1752265594334,false,0,,,,idk,idk,idk,seagull,
687174457ccbcb9157f6fa5b,production,pajamas,1,,images/pajamas.jpg,,,,,CP,11521,,,survey-html-form,67,2.1.0,202628,P1752265594334,false,0,,,,clothes,clothes,clothes,pajamas,
6871744d7ccbcb9157f6fa5d,production,horn,1,,images/horn.jpg,,,,,CP,8145,,,survey-html-form,68,2.1.0,210777,P1752265594334,false,0,,,,jam,jam,jam,horn,
687174827ccbcb9157f6fa5f,production,freezer,1,,images/freezer.jpg,,,,,CP,53403,,,survey-html-form,69,2.1.0,264184,P1752265594334,true,0,,,,refrigerator/freezer,refrigerator/freezer,freezer,freezer,
687174867ccbcb9157f6fa61,production,carrot,1,,images/carrot.jpg,,,,,CP,4223,,,survey-html-form,70,2.1.0,268411,P1752265594334,true,0,,,,carrot,carrot,carrot,carrot,
6871748a7ccbcb9157f6fa63,production,hamster,1,,images/hamster.jpg,,,,,CP,3674,,,survey-html-form,71,2.1.0,272089,P1752265594334,true,0,,,,hamster,hamster,hamster,hamster,
687174917ccbcb9157f6fa65,production,lollipop,1,,images/lollipop.jpg,,,,,CP,7116,,,survey-html-form,72,2.1.0,279209,P1752265594334,true,0,,,,lollipop,lollipop,lollipop,lollipop,
687174947ccbcb9157f6fa67,production,sink,1,,images/sink.jpg,,,,,CP,3148,,,survey-html-form,73,2.1.0,282361,P1752265594334,true,0,,,,sink,sink,sink,sink,
687174977ccbcb9157f6fa69,production,pie,1,,images/pie.jpg,,,,,CP,3155,,,survey-html-form,74,2.1.0,285519,P1752265594334,true,0,,,,pie,pie,pie,pie,
6871749c7ccbcb9157f6fa6b,production,cheese,1,,images/cheese.jpg,,,,,CP,4113,,,survey-html-form,75,2.1.0,289635,P1752265594334,true,0,,,,cheese,cheese,cheese,cheese,
687174a87ccbcb9157f6fa6d,production,cake,1,,images/cake.jpg,,,,,CP,12070,,,survey-html-form,76,2.1.0,301708,P1752265594334,false,0,,,,fruitcake,fruitcake,fruitcake,cake,
687174ad7ccbcb9157f6fa6f,production,cassette,2,,images/cassette.jpg,,,,,CP,5241,,,survey-html-form,77,2.1.0,306953,P1752265594334,false,0,,,,guitar,guitar,guitar,cassette,
687174b37ccbcb9157f6fa71,production,teapot,2,,images/teapot.jpg,,,,,CP,6186,,,survey-html-form,78,2.1.0,313142,P1752265594334,true,0,,,,teapot,teapot,teapot,teapot,
687174ba7ccbcb9157f6fa73,production,teabag,2,,images/teabag.jpg,,,,,CP,6724,,,survey-html-form,79,2.1.0,319868,P1752265594334,true,0,,,,teabag,teabag,teabag,teabag,
687174bd7ccbcb9157f6fa75,production,map,2,,images/map.jpg,,,,,CP,2900,,,survey-html-form,80,2.1.0,322772,P1752265594334,true,0,,,,map,map,map,map,
687174c07ccbcb9157f6fa77,production,fan,2,,images/fan.jpg,,,,,CP,2860,,,survey-html-form,81,2.1.0,325635,P1752265594334,true,0,,,,fan,fan,fan,fan,
687174c67ccbcb9157f6fa79,production,ski,2,,images/ski.jpg,,,,,CP,5952,,,survey-html-form,82,2.1.0,331591,P1752265594334,false,0,,,,skate,skate,skate,ski,
687174cb7ccbcb9157f6fa7b,production,hopscotch,2,,images/hopscotch.jpg,,,,,CP,5534,,,survey-html-form,83,2.1.0,337128,P1752265594334,true,0,,,,hopscotch,hopscotch,hopscotch,hopscotch,
687174db7ccbcb9157f6fa7d,production,pitcher,2,,images/pitcher.jpg,,,,,CP,15952,,,survey-html-form,84,2.1.0,353084,P1752265594334,false,0,,,,glass of water/jug,glass of water/jug,jug,pitcher,
687174de7ccbcb9157f6fa7f,production,trumpet,2,,images/trumpet.jpg,,,,,CP,3460,,,survey-html-form,85,2.1.0,356548,P1752265594334,true,0,,,,trumpet,trumpet,trumpet,trumpet,
687174e77ccbcb9157f6fa81,production,treasure,2,,images/treasure.jpg,,,,,CP,8565,,,survey-html-form,86,2.1.0,365117,P1752265594334,true,0,,,,treasure,treasure,treasure,treasure,
687174ed7ccbcb9157f6fa83,production,cornbread,2,,images/cornbread.jpg,,,,,CP,6446,,,survey-html-form,87,2.1.0,371566,P1752265594334,false,0,,,,cheesecake,cheesecake,cheesecake,cornbread,
687174f97ccbcb9157f6fa85,production,pump,2,,images/pump.jpg,,,,,CP,11075,,,survey-html-form,88,2.1.0,382643,P1752265594334,false,0,,,,faucet,faucet,faucet,pump,
687174ff7ccbcb9157f6fa87,production,candlestick,2,,images/candlestick.jpg,,,,,CP,6491,,,survey-html-form,89,2.1.0,389137,P1752265594334,false,0,,,,planter,planter,planter,candlestick,
687175047ccbcb9157f6fa89,production,bulldozer,2,,images/bulldozer.jpg,,,,,CP,4969,,,survey-html-form,90,2.1.0,394109,P1752265594334,true,0,,,,bulldozer,bulldozer,bulldozer,bulldozer,
6871750f7ccbcb9157f6fa8b,production,blower,3,,images/blower.jpg,,,,,CP,11221,,,survey-html-form,91,2.1.0,405334,P1752265594334,false,0,,,,heater,heater,heater,blower,
687175177ccbcb9157f6fa8d,production,gutter,3,,images/gutter.jpg,,,,,CP,7755,,,survey-html-form,92,2.1.0,413092,P1752265594334,false,0,,,,tube,tube,tube,gutter,
687175237ccbcb9157f6fa8f,production,prune,3,,images/prune.jpg,,,,,CP,11584,,,survey-html-form,93,2.1.0,424679,P1752265594334,false,0,,,,dried raspberries,dried raspberries,dried raspberries,prune,
6871752b7ccbcb9157f6fa91,production,antenna,3,,images/antenna.jpg,,,,,CP,7935,,,survey-html-form,94,2.1.0,432616,P1752265594334,false,0,,,,idk,idk,idk,antenna,
687175307ccbcb9157f6fa93,production,latch,3,,images/latch.jpg,,,,,CP,5355,,,survey-html-form,95,2.1.0,437975,P1752265594334,false,0,,,,lock,lock,lock,latch,
687175347ccbcb9157f6fa95,production,sloth,3,,images/sloth.jpg,,,,,CP,4508,,,survey-html-form,96,2.1.0,442485,P1752265594334,false,0,,,,koala,koala,koala,sloth,
687190a17ccbcb9157f6fa97,,,,,,,,,,,7014271,,,survey-html-form,1,2.1.0,7015398,P1752266041064,,0,5,female,yes,,,,,P003
687190af7ccbcb9157f6fa99,comprehension,wheel,0,3,images/wheel.jpg,images/meat.jpg,images/bowl.jpg,images/wheel.jpg,images/fish.jpg,CP,6961,<h3>Which is the wheel?</h3>,2,html-button-response,3,2.1.0,7030842,P1752266041064,true,0,,,,,,,,
687190b67ccbcb9157f6fa9b,comprehension,ball,0,3,images/ball.jpg,images/snack.jpg,images/peach.jpg,images/ball.jpg,images/pen.jpg,CP,6697,<h3>Which is the ball?</h3>,2,html-button-response,4,2.1.0,7037544,P1752266041064,true,0,,,,,,,,
687190c17ccbcb9157f6fa9d,comprehension,elbow,1,3,images/elbow.jpg,images/arm.jpg,images/gorilla.jpg,images/elbow.jpg,images/bed.jpg,CP,8430,<h3>Which is the elbow?</h3>,2,html-button-response,6,2.1.0,7048508,P1752266041064,true,0,,,,,,,,
687190c67ccbcb9157f6fa9f,comprehension,fox,1,1,images/fox.jpg,images/fox.jpg,images/harmonica.jpg,images/reindeer.jpg,images/wolf.jpg,CP,5280,<h3>Which is the fox?</h3>,0,html-button-response,7,2.1.0,7053793,P1752266041064,true,0,,,,,,,,
687190ca7ccbcb9157f6faa1,comprehension,cake,1,4,images/cake.jpg,images/dessert.jpg,images/battery.jpg,images/refrigerator.jpg,images/cake.jpg,CP,3261,<h3>Which is the cake?</h3>,3,html-button-response,8,2.1.0,7057057,P1752266041064,true,0,,,,,,,,
687190d07ccbcb9157f6faa3,comprehension,turtle,1,3,images/turtle.jpg,images/railing.jpg,images/horse.jpg,images/turtle.jpg,images/frog.jpg,CP,6145,<h3>Which is the turtle?</h3>,2,html-button-response,9,2.1.0,7063207,P1752266041064,true,0,,,,,,,,
687190d47ccbcb9157f6faa5,comprehension,squirrel,1,3,images/squirrel.jpg,images/eagle.jpg,images/monkey.jpg,images/squirrel.jpg,images/shorts.jpg,CP,4529,<h3>Which is the squirrel?</h3>,2,html-button-response,10,2.1.0,7067740,P1752266041064,true,0,,,,,,,,
687190d97ccbcb9157f6faa7,comprehension,sprinkler,1,2,images/sprinkler.jpg,images/flower.jpg,images/sprinkler.jpg,images/sparkler.jpg,images/charcoal.jpg,CP,4479,<h3>Which is the sprinkler?</h3>,1,html-button-response,11,2.1.0,7072223,P1752266041064,true,0,,,,,,,,
687190dd7ccbcb9157f6faa9,comprehension,watermelon,1,3,images/watermelon.jpg,images/crane.jpg,images/strawberry.jpg,images/watermelon.jpg,images/screwdriver.jpg,CP,3863,<h3>Which is the watermelon?</h3>,2,html-button-response,12,2.1.0,7076089,P1752266041064,true,0,,,,,,,,
687190ea7ccbcb9157f6faab,comprehension,oatmeal,1,3,images/oatmeal.jpg,images/collar.jpg,images/aquarium.jpg,images/oatmeal.jpg,images/cereal.jpg,CP,13446,<h3>Which is the oatmeal?</h3>,3,html-button-response,13,2.1.0,7089539,P1752266041064,false,0,,,,,,,,
687190ef7ccbcb9157f6faad,comprehension,rice,1,4,images/rice.jpg,images/box.jpg,images/dice.jpg,images/bedpost.jpg,images/rice.jpg,CP,4411,<h3>Which is the rice?</h3>,3,html-button-response,14,2.1.0,7093955,P1752266041064,true,0,,,,,,,,
687190f37ccbcb9157f6faaf,comprehension,pie,1,2,images/pie.jpg,images/flashlight.jpg,images/pie.jpg,images/sweater.jpg,images/pizza.jpg,CP,4478,<h3>Which is the pie?</h3>,1,html-button-response,15,2.1.0,7098437,P1752266041064,true,0,,,,,,,,
687190f87ccbcb9157f6fab1,comprehension,scoop,1,1,images/scoop.jpg,images/scoop.jpg,images/sauce.jpg,images/cauliflower.jpg,images/statue.jpg,CP,5080,<h3>Which is the scoop?</h3>,0,html-button-response,16,2.1.0,7103521,P1752266041064,true,0,,,,,,,,
687191027ccbcb9157f6fab3,comprehension,shower,1,1,images/shower.jpg,images/shower.jpg,images/toe.jpg,images/soap.jpg,images/cantaloupe.jpg,CP,9662,<h3>Which is the shower?</h3>,0,html-button-response,17,2.1.0,7113186,P1752266041064,true,0,,,,,,,,
687191057ccbcb9157f6fab5,comprehension,hamster,1,1,images/hamster.jpg,images/hamster.jpg,images/rabbit.jpg,images/skirt.jpg,images/tadpole.jpg,CP,3547,<h3>Which is the hamster?</h3>,0,html-button-response,18,2.1.0,7116736,P1752266041064,true,0,,,,,,,,
6871910b7ccbcb9157f6fab7,comprehension,acorn,2,2,images/acorn.jpg,images/key.jpg,images/acorn.jpg,images/clothesline.jpg,images/coconut.jpg,CP,5329,<h3>Which is the acorn?</h3>,1,html-button-response,19,2.1.0,7122069,P1752266041064,true,0,,,,,,,,
6871910f7ccbcb9157f6fab9,comprehension,blender,2,1,images/blender.jpg,images/blender.jpg,images/blind.jpg,images/trampoline.jpg,images/mailbox.jpg,CP,4412,<h3>Which is the blender?</h3>,0,html-button-response,20,2.1.0,7126484,P1752266041064,true,0,,,,,,,,
687191277ccbcb9157f6fabb,comprehension,saddle,2,3,images/saddle.jpg,images/handle.jpg,images/broccoli.jpg,images/saddle.jpg,images/figurine.jpg,CP,24279,<h3>Which is the saddle?</h3>,2,html-button-response,21,2.1.0,7150768,P1752266041064,true,0,,,,,,,,
6871912e7ccbcb9157f6fabd,comprehension,bulldozer,2,3,images/bulldozer.jpg,images/eggplant.jpg,images/tractor.jpg,images/bulldozer.jpg,images/orange.jpg,CP,6926,<h3>Which is the bulldozer?</h3>,2,html-button-response,22,2.1.0,7157697,P1752266041064,true,0,,,,,,,,
687191327ccbcb9157f6fabf,comprehension,fan,2,3,images/fan.jpg,images/chipmunk.jpg,images/album.jpg,images/fan.jpg,images/boulder.jpg,CP,3698,<h3>Which is the fan?</h3>,2,html-button-response,23,2.1.0,7161397,P1752266041064,true,0,,,,,,,,
687191377ccbcb9157f6fac1,comprehension,koala,2,4,images/koala.jpg,images/bee.jpg,images/backscratcher.jpg,images/panda.jpg,images/koala.jpg,CP,4732,<h3>Which is the koala?</h3>,3,html-button-response,24,2.1.0,7166131,P1752266041064,true,0,,,,,,,,
687191417ccbcb9157f6fac3,comprehension,treasure,2,3,images/treasure.jpg,images/gift.jpg,images/rope.jpg,images/treasure.jpg,images/lamp.jpg,CP,10646,<h3>Which is the treasure?</h3>,2,html-button-response,25,2.1.0,7176781,P1752266041064,true,0,,,,,,,,
687191497ccbcb9157f6fac5,comprehension,squash,2,4,images/squash.jpg,images/pumpkin.jpg,images/branch.jpg,images/gazelle.jpg,images/squash.jpg,CP,7579,<h3>Which is the squash?</h3>,3,html-button-response,26,2.1.0,7184363,P1752266041064,true,0,,,,,,,,
687191547ccbcb9157f6fac7,comprehension,candlestick,2,4,images/candlestick.jpg,images/orangutan.jpg,images/candle.jpg,images/egg.jpg,images/candlestick.jpg,CP,11196,<h3>Which is the candlestick?</h3>,1,html-button-response,27,2.1.0,7195563,P1752266041064,false,0,,,,,,,,
6871917a7ccbcb9157f6fac9,comprehension,pitcher,2,3,images/pitcher.jpg,images/batter.jpg,images/medal.jpg,images/pitcher.jpg,images/tumbleweed.jpg,CP,38108,<h3>Which is the pitcher?</h3>,1,html-button-response,28,2.1.0,7233675,P1752266041064,false,0,,,,,,,,
6871919c7ccbcb9157f6facb,comprehension,ski,2,4,images/ski.jpg,images/suitcase.jpg,images/ice.jpg,images/pincushion.jpg,images/ski.jpg,CP,34158,<h3>Which is the ski?</h3>,3,html-button-response,29,2.1.0,7267837,P1752266041064,true,0,,,,,,,,
687191c37ccbcb9157f6facd,comprehension,cassette,2,4,images/cassette.jpg,images/tape.jpg,images/hammock.jpg,images/book.jpg,images/cassette.jpg,CP,38179,<h3>Which is the cassette?</h3>,1,html-button-response,30,2.1.0,7306017,P1752266041064,false,0,,,,,,,,
687191c87ccbcb9157f6facf,comprehension,snail,2,3,images/snail.jpg,images/visor.jpg,images/worm.jpg,images/snail.jpg,images/cow.jpg,CP,5582,<h3>Which is the snail?</h3>,2,html-button-response,31,2.1.0,7311600,P1752266041064,true,0,,,,,,,,
687191d17ccbcb9157f6fad1,comprehension,fruitcake,3,2,images/fruitcake.jpg,images/dough.jpg,images/fruitcake.jpg,images/fudge.jpg,images/anvil.jpg,CP,8433,<h3>Which is the fruitcake?</h3>,1,html-button-response,32,2.1.0,7320035,P1752266041064,true,0,,,,,,,,
687191f17ccbcb9157f6fad3,comprehension,coaster,3,3,images/coaster.jpg,images/card.jpg,images/painting.jpg,images/coaster.jpg,images/hummingbird.jpg,CP,32293,<h3>Which is the coaster?</h3>,0,html-button-response,33,2.1.0,7352332,P1752266041064,false,0,,,,,,,,
6871920b7ccbcb9157f6fad5,comprehension,cloak,3,1,images/cloak.jpg,images/cloak.jpg,images/jellyfish.jpg,images/hood.jpg,images/cinnamon.jpg,CP,26475,<h3>Which is the cloak?</h3>,0,html-button-response,34,2.1.0,7378811,P1752266041064,true,0,,,,,,,,
6871921f7ccbcb9157f6fad7,comprehension,bouquet,3,1,images/bouquet.jpg,images/bouquet.jpg,images/centerpiece.jpg,images/bandanna.jpg,images/submarine.jpg,CP,19198,<h3>Which is the bouquet?</h3>,0,html-button-response,35,2.1.0,7398010,P1752266041064,true,0,,,,,,,,
687192267ccbcb9157f6fad9,comprehension,oil,3,1,images/oil.jpg,images/oil.jpg,images/bassinet.jpg,images/grain.jpg,images/gel.jpg,CP,7398,<h3>Which is the oil?</h3>,0,html-button-response,36,2.1.0,7405412,P1752266041064,true,0,,,,,,,,
687192407ccbcb9157f6fadb,comprehension,blower,3,4,images/blower.jpg,images/burner.jpg,images/buggy.jpg,images/papaya.jpg,images/blower.jpg,CP,26311,<h3>Which is the blower?</h3>,3,html-button-response,37,2.1.0,7431725,P1752266041064,true,0,,,,,,,,
6871924b7ccbcb9157f6fadd,comprehension,clothespin,3,1,images/clothespin.jpg,images/clothespin.jpg,images/toothpick.jpg,images/volleyball.jpg,images/fondue.jpg,CP,10678,<h3>Which is the clothespin?</h3>,1,html-button-response,38,2.1.0,7442408,P1752266041064,false,0,,,,,,,,
687192547ccbcb9157f6fadf,comprehension,sloth,3,1,images/sloth.jpg,images/sloth.jpg,images/clam.jpg,images/incense.jpg,images/donkey.jpg,CP,8661,<h3>Which is the sloth?</h3>,0,html-button-response,39,2.1.0,7451074,P1752266041064,true,0,,,,,,,,
6871925d7ccbcb9157f6fae1,comprehension,tulip,3,4,images/tulip.jpg,images/hubcap.jpg,images/glove.jpg,images/rose.jpg,images/tulip.jpg,CP,9627,<h3>Which is the tulip?</h3>,3,html-button-response,40,2.1.0,7460705,P1752266041064,true,0,,,,,,,,
6871926d7ccbcb9157f6fae3,comprehension,prune,3,3,images/prune.jpg,images/jukebox.jpg,images/raisin.jpg,images/prune.jpg,images/headrest.jpg,CP,15782,<h3>Which is the prune?</h3>,1,html-button-response,41,2.1.0,7476489,P1752266041064,false,0,,,,,,,,
687192a17ccbcb9157f6fae5,comprehension,locker,3,4,images/locker.jpg,images/gargoyle.jpg,images/cabinet.jpg,images/basket.jpg,images/locker.jpg,CP,52023,<h3>Which is the locker?</h3>,3,html-button-response,42,2.1.0,7528515,P1752266041064,true,0,,,,,,,,
687192c37ccbcb9157f6fae7,comprehension,buffet,3,2,images/buffet.jpg,images/rhubarb.jpg,images/buffet.jpg,images/crib.jpg,images/counter.jpg,CP,33883,<h3>Which is the buffet?</h3>,1,html-button-response,43,2.1.0,7562399,P1752266041064,true,0,,,,,,,,
687192d47ccbcb9157f6fae9,comprehension,latch,3,1,images/latch.jpg,images/latch.jpg,images/lock.jpg,images/umbrella.jpg,images/microwave.jpg,CP,16609,<h3>Which is the latch?</h3>,1,html-button-response,44,2.1.0,7579012,P1752266041064,false,0,,,,,,,,
687192da7ccbcb9157f6faeb,comprehension,waterwheel,4,2,images/waterwheel.jpg,images/boa.jpg,images/waterwheel.jpg,images/target.jpg,images/pinwheel.jpg,CP,6482,<h3>Which is the waterwheel?</h3>,1,html-button-response,45,2.1.0,7585496,P1752266041064,true,0,,,,,,,,
687192ec7ccbcb9157f6faed,comprehension,gondola,4,2,images/gondola.jpg,images/clipboard.jpg,images/gondola.jpg,images/trolley.jpg,images/charger.jpg,CP,17794,<h3>Which is the gondola?</h3>,2,html-button-response,46,2.1.0,7603295,P1752266041064,false,0,,,,,,,,
687193037ccbcb9157f6faef,comprehension,parsley,4,2,images/parsley.jpg,images/basil.jpg,images/parsley.jpg,images/kayak.jpg,images/tiara.jpg,CP,22612,<h3>Which is the parsley?</h3>,0,html-button-response,47,2.1.0,7625909,P1752266041064,false,0,,,,,,,,
687193207ccbcb9157f6faf1,comprehension,scaffolding,4,3,images/scaffolding.jpg,images/antelope.jpg,images/satellite.jpg,images/scaffolding.jpg,images/veil.jpg,CP,29793,<h3>Which is the scaffolding?</h3>,0,html-button-response,48,2.1.0,7655706,P1752266041064,false,0,,,,,,,,
687193317ccbcb9157f6faf3,comprehension,turbine,4,2,images/turbine.jpg,images/pesto.jpg,images/turbine.jpg,images/generator.jpg,images/tab.jpg,CP,16677,<h3>Which is the turbine?</h3>,2,html-button-response,49,2.1.0,7672387,P1752266041064,false,0,,,,,,,,
6871933f7ccbcb9157f6faf5,comprehension,tapestry,4,3,images/tapestry.jpg,images/backdrop.jpg,images/leggings.jpg,images/tapestry.jpg,images/forklift.jpg,CP,14146,<h3>Which is the tapestry?</h3>,0,html-button-response,50,2.1.0,7686536,P1752266041064,false,0,,,,,,,,
687193447ccbcb9157f6faf7,comprehension,pistachio,4,4,images/pistachio.jpg,images/taco.jpg,images/avocado.jpg,images/bagpipe.jpg,images/pistachio.jpg,CP,4747,<h3>Which is the pistachio?</h3>,3,html-button-response,51,2.1.0,7691285,P1752266041064,true,0,,,,,,,,
