_id,task,label,difficulty,correct_answer,target_image,presented_images[0],presented_images[1],presented_images[2],presented_images[3],group_order,rt,stimulus,response,trial_type,trial_index,plugin_version,time_elapsed,ppt_id,correct,__v,response.age,response.gender,response.english_first,response.response,participant_response,final_response,correct_response,response.ppt_id_manual
687171177ccbcb9157f6f945,comprehension,ball,0,4,images/ball.jpg,images/snack.jpg,images/pen.jpg,images/peach.jpg,images/ball.jpg,CP,9245,<h3>Which is the ball?</h3>,3,html-button-response,4,2.1.0,797766,P1752264185259,true,0,,,,,,,,
6871711f7ccbcb9157f6f947,comprehension,scoop,1,2,images/scoop.jpg,images/statue.jpg,images/scoop.jpg,images/cauliflower.jpg,images/sauce.jpg,CP,5545,<h3>Which is the scoop?</h3>,3,html-button-response,6,2.1.0,805713,P1752264185259,false,0,,,,,,,,
687171257ccbcb9157f6f949,comprehension,oatmeal,1,2,images/oatmeal.jpg,images/collar.jpg,images/oatmeal.jpg,images/aquarium.jpg,images/cereal.jpg,CP,6883,<h3>Which is the oatmeal?</h3>,1,html-button-response,7,2.1.0,812599,P1752264185259,true,0,,,,,,,,
687171297ccbcb9157f6f94b,comprehension,freezer,1,1,images/freezer.jpg,images/freezer.jpg,images/nest.jpg,images/binoculars.jpg,images/cooler.jpg,CP,3359,<h3>Which is the freezer?</h3>,0,html-button-response,8,2.1.0,815961,P1752264185259,true,0,,,,,,,,
687171307ccbcb9157f6f94d,comprehension,hamster,1,2,images/hamster.jpg,images/tadpole.jpg,images/hamster.jpg,images/rabbit.jpg,images/skirt.jpg,CP,7235,<h3>Which is the hamster?</h3>,0,html-button-response,9,2.1.0,823198,P1752264185259,false,0,,,,,,,,
687171337ccbcb9157f6f94f,comprehension,turtle,1,1,images/turtle.jpg,images/turtle.jpg,images/railing.jpg,images/horse.jpg,images/frog.jpg,CP,2830,<h3>Which is the turtle?</h3>,0,html-button-response,10,2.1.0,826031,P1752264185259,true,0,,,,,,,,
687171367ccbcb9157f6f951,comprehension,sink,1,1,images/sink.jpg,images/sink.jpg,images/knitting.jpg,images/stair.jpg,images/toilet.jpg,CP,3210,<h3>Which is the sink?</h3>,0,html-button-response,11,2.1.0,829244,P1752264185259,true,0,,,,,,,,
6871713b7ccbcb9157f6f953,comprehension,fox,1,1,images/fox.jpg,images/fox.jpg,images/harmonica.jpg,images/reindeer.jpg,images/wolf.jpg,CP,4698,<h3>Which is the fox?</h3>,0,html-button-response,12,2.1.0,833943,P1752264185259,true,0,,,,,,,,
687171437ccbcb9157f6f955,comprehension,cheese,1,4,images/cheese.jpg,images/hippopotamus.jpg,images/butter.jpg,images/mud.jpg,images/cheese.jpg,CP,8533,<h3>Which is the cheese?</h3>,3,html-button-response,13,2.1.0,842477,P1752264185259,true,0,,,,,,,,
6871714c7ccbcb9157f6f957,comprehension,turkey,1,3,images/turkey.jpg,images/swan.jpg,images/pencil.jpg,images/turkey.jpg,images/goat.jpg,CP,9113,<h3>Which is the turkey?</h3>,2,html-button-response,14,2.1.0,851593,P1752264185259,true,0,,,,,,,,
687171507ccbcb9157f6f959,comprehension,shower,1,1,images/shower.jpg,images/shower.jpg,images/toe.jpg,images/cantaloupe.jpg,images/soap.jpg,CP,3333,<h3>Which is the shower?</h3>,0,html-button-response,15,2.1.0,854928,P1752264185259,true,0,,,,,,,,
687171567ccbcb9157f6f95b,comprehension,otter,1,2,images/otter.jpg,images/tablecloth.jpg,images/otter.jpg,images/beaver.jpg,images/goose.jpg,CP,5940,<h3>Which is the otter?</h3>,3,html-button-response,16,2.1.0,860876,P1752264185259,false,0,,,,,,,,
6871715a7ccbcb9157f6f95d,comprehension,marshmallow,1,3,images/marshmallow.jpg,images/rooster.jpg,images/snowball.jpg,images/marshmallow.jpg,images/dryer.jpg,CP,3832,<h3>Which is the marshmallow?</h3>,2,html-button-response,17,2.1.0,864709,P1752264185259,true,0,,,,,,,,
6871715e7ccbcb9157f6f95f,comprehension,pie,1,4,images/pie.jpg,images/sweater.jpg,images/flashlight.jpg,images/pizza.jpg,images/pie.jpg,CP,4198,<h3>Which is the pie?</h3>,3,html-button-response,18,2.1.0,868910,P1752264185259,true,0,,,,,,,,
687171617ccbcb9157f6f961,comprehension,map,2,1,images/map.jpg,images/map.jpg,images/marker.jpg,images/ruby.jpg,images/dishwasher.jpg,CP,3646,<h3>Which is the map?</h3>,0,html-button-response,19,2.1.0,872560,P1752264185259,true,0,,,,,,,,
687171687ccbcb9157f6f963,comprehension,fan,2,1,images/fan.jpg,images/fan.jpg,images/album.jpg,images/chipmunk.jpg,images/boulder.jpg,CP,6946,<h3>Which is the fan?</h3>,0,html-button-response,20,2.1.0,879513,P1752264185259,true,0,,,,,,,,
6871716d7ccbcb9157f6f965,comprehension,hopscotch,2,2,images/hopscotch.jpg,images/chalk.jpg,images/hopscotch.jpg,images/jug.jpg,images/funnel.jpg,CP,4541,<h3>Which is the hopscotch?</h3>,1,html-button-response,21,2.1.0,884059,P1752264185259,true,0,,,,,,,,
687171727ccbcb9157f6f967,comprehension,caramel,2,3,images/caramel.jpg,images/warthog.jpg,images/amber.jpg,images/caramel.jpg,images/olive.jpg,CP,5446,<h3>Which is the caramel?</h3>,1,html-button-response,22,2.1.0,889514,P1752264185259,false,0,,,,,,,,
687171767ccbcb9157f6f969,comprehension,koala,2,4,images/koala.jpg,images/panda.jpg,images/bee.jpg,images/backscratcher.jpg,images/koala.jpg,CP,3724,<h3>Which is the koala?</h3>,3,html-button-response,23,2.1.0,893243,P1752264185259,true,0,,,,,,,,
6871717c7ccbcb9157f6f96b,comprehension,carousel,2,3,images/carousel.jpg,images/dish.jpg,images/melon.jpg,images/carousel.jpg,images/carriage.jpg,CP,5777,<h3>Which is the carousel?</h3>,1,html-button-response,24,2.1.0,899025,P1752264185259,false,0,,,,,,,,
687171847ccbcb9157f6f96d,comprehension,treasure,2,4,images/treasure.jpg,images/lamp.jpg,images/rope.jpg,images/gift.jpg,images/treasure.jpg,CP,8194,<h3>Which is the treasure?</h3>,3,html-button-response,25,2.1.0,907222,P1752264185259,true,0,,,,,,,,
6871718c7ccbcb9157f6f96f,comprehension,pump,2,4,images/pump.jpg,images/coat.jpg,images/plug.jpg,images/scarf.jpg,images/pump.jpg,CP,7632,<h3>Which is the pump?</h3>,1,html-button-response,26,2.1.0,914859,P1752264185259,false,0,,,,,,,,
687171917ccbcb9157f6f971,comprehension,teabag,2,3,images/teabag.jpg,images/braid.jpg,images/tea.jpg,images/teabag.jpg,images/fingerprint.jpg,CP,5693,<h3>Which is the teabag?</h3>,2,html-button-response,27,2.1.0,920557,P1752264185259,true,0,,,,,,,,
687171947ccbcb9157f6f973,comprehension,blender,2,2,images/blender.jpg,images/blind.jpg,images/blender.jpg,images/trampoline.jpg,images/mailbox.jpg,CP,3094,<h3>Which is the blender?</h3>,1,html-button-response,28,2.1.0,923656,P1752264185259,true,0,,,,,,,,
687171987ccbcb9157f6f975,comprehension,snail,2,1,images/snail.jpg,images/snail.jpg,images/worm.jpg,images/cow.jpg,images/visor.jpg,CP,3576,<h3>Which is the snail?</h3>,0,html-button-response,29,2.1.0,927236,P1752264185259,true,0,,,,,,,,
6871719d7ccbcb9157f6f977,comprehension,bulldozer,2,1,images/bulldozer.jpg,images/bulldozer.jpg,images/orange.jpg,images/eggplant.jpg,images/tractor.jpg,CP,4569,<h3>Which is the bulldozer?</h3>,0,html-button-response,30,2.1.0,931807,P1752264185259,true,0,,,,,,,,
6871719f7ccbcb9157f6f979,comprehension,acorn,2,2,images/acorn.jpg,images/clothesline.jpg,images/acorn.jpg,images/coconut.jpg,images/key.jpg,CP,2662,<h3>Which is the acorn?</h3>,1,html-button-response,31,2.1.0,934474,P1752264185259,true,0,,,,,,,,
687171a27ccbcb9157f6f97b,comprehension,blower,3,3,images/blower.jpg,images/burner.jpg,images/papaya.jpg,images/blower.jpg,images/buggy.jpg,CP,3160,<h3>Which is the blower?</h3>,2,html-button-response,32,2.1.0,937639,P1752264185259,true,0,,,,,,,,
687171a67ccbcb9157f6f97d,comprehension,oil,3,1,images/oil.jpg,images/oil.jpg,images/gel.jpg,images/bassinet.jpg,images/grain.jpg,CP,3728,<h3>Which is the oil?</h3>,0,html-button-response,33,2.1.0,941372,P1752264185259,true,0,,,,,,,,
687171aa7ccbcb9157f6f97f,comprehension,buffet,3,1,images/buffet.jpg,images/buffet.jpg,images/counter.jpg,images/crib.jpg,images/rhubarb.jpg,CP,3727,<h3>Which is the buffet?</h3>,3,html-button-response,34,2.1.0,945102,P1752264185259,false,0,,,,,,,,
687171af7ccbcb9157f6f981,comprehension,prune,3,2,images/prune.jpg,images/jukebox.jpg,images/prune.jpg,images/raisin.jpg,images/headrest.jpg,CP,4633,<h3>Which is the prune?</h3>,1,html-button-response,35,2.1.0,949738,P1752264185259,true,0,,,,,,,,
687171b47ccbcb9157f6f983,comprehension,clothespin,3,4,images/clothespin.jpg,images/volleyball.jpg,images/toothpick.jpg,images/fondue.jpg,images/clothespin.jpg,CP,5580,<h3>Which is the clothespin?</h3>,1,html-button-response,36,2.1.0,955323,P1752264185259,false,0,,,,,,,,
687171b87ccbcb9157f6f985,comprehension,stew,3,3,images/stew.jpg,images/mixer.jpg,images/soup.jpg,images/stew.jpg,images/orchid.jpg,CP,3493,<h3>Which is the stew?</h3>,0,html-button-response,37,2.1.0,958820,P1752264185259,false,0,,,,,,,,
687171bb7ccbcb9157f6f987,comprehension,antenna,3,1,images/antenna.jpg,images/antenna.jpg,images/stem.jpg,images/pinecone.jpg,images/backgammon.jpg,CP,3645,<h3>Which is the antenna?</h3>,0,html-button-response,38,2.1.0,962469,P1752264185259,true,0,,,,,,,,
687171be7ccbcb9157f6f989,comprehension,footbath,3,4,images/footbath.jpg,images/trough.jpg,images/vest.jpg,images/rhinoceros.jpg,images/footbath.jpg,CP,2676,<h3>Which is the footbath?</h3>,3,html-button-response,39,2.1.0,965150,P1752264185259,true,0,,,,,,,,
687171c17ccbcb9157f6f98b,comprehension,barrel,3,4,images/barrel.jpg,images/shelf.jpg,images/anteater.jpg,images/bucket.jpg,images/barrel.jpg,CP,3201,<h3>Which is the barrel?</h3>,1,html-button-response,40,2.1.0,968352,P1752264185259,false,0,,,,,,,,
687171c57ccbcb9157f6f98d,comprehension,sandbag,3,4,images/sandbag.jpg,images/octopus.jpg,images/valve.jpg,images/sandpaper.jpg,images/sandbag.jpg,CP,3595,<h3>Which is the sandbag?</h3>,3,html-button-response,41,2.1.0,971951,P1752264185259,true,0,,,,,,,,
687171c87ccbcb9157f6f98f,comprehension,latch,3,1,images/latch.jpg,images/latch.jpg,images/microwave.jpg,images/umbrella.jpg,images/lock.jpg,CP,3683,<h3>Which is the latch?</h3>,0,html-button-response,42,2.1.0,975638,P1752264185259,true,0,,,,,,,,
687171ce7ccbcb9157f6f991,comprehension,sloth,3,2,images/sloth.jpg,images/clam.jpg,images/sloth.jpg,images/donkey.jpg,images/incense.jpg,CP,5211,<h3>Which is the sloth?</h3>,1,html-button-response,43,2.1.0,980855,P1752264185259,true,0,,,,,,,,
687171d17ccbcb9157f6f993,comprehension,gutter,3,3,images/gutter.jpg,images/porthole.jpg,images/filter.jpg,images/gutter.jpg,images/almond.jpg,CP,3708,<h3>Which is the gutter?</h3>,0,html-button-response,44,2.1.0,984569,P1752264185259,false,0,,,,,,,,
687171d67ccbcb9157f6f995,comprehension,waterwheel,4,4,images/waterwheel.jpg,images/boa.jpg,images/target.jpg,images/pinwheel.jpg,images/waterwheel.jpg,CP,4612,<h3>Which is the waterwheel?</h3>,2,html-button-response,45,2.1.0,989185,P1752264185259,false,0,,,,,,,,
687171db7ccbcb9157f6f997,comprehension,bobsled,4,1,images/bobsled.jpg,images/bobsled.jpg,images/dip.jpg,images/sidecar.jpg,images/cilantro.jpg,CP,4528,<h3>Which is the bobsled?</h3>,2,html-button-response,46,2.1.0,993717,P1752264185259,false,0,,,,,,,,
687171de7ccbcb9157f6f999,comprehension,sauerkraut,4,2,images/sauerkraut.jpg,images/dashboard.jpg,images/sauerkraut.jpg,images/clove.jpg,images/potpourri.jpg,CP,3362,<h3>Which is the sauerkraut?</h3>,2,html-button-response,47,2.1.0,997081,P1752264185259,false,0,,,,,,,,
687171e27ccbcb9157f6f99b,comprehension,aloe,4,3,images/aloe.jpg,images/cactus.jpg,images/bracket.jpg,images/aloe.jpg,images/banner.jpg,CP,3696,<h3>Which is the aloe?</h3>,1,html-button-response,48,2.1.0,1000781,P1752264185259,false,0,,,,,,,,
687171e57ccbcb9157f6f99d,comprehension,mulch,4,4,images/mulch.jpg,images/compost.jpg,images/clarinet.jpg,images/lantern.jpg,images/mulch.jpg,CP,3481,<h3>Which is the mulch?</h3>,2,html-button-response,49,2.1.0,1004263,P1752264185259,false,0,,,,,,,,
687171e57ccbcb9157f6f99f,comprehension,scaffolding,4,4,images/scaffolding.jpg,images/satellite.jpg,images/veil.jpg,images/antelope.jpg,images/scaffolding.jpg,CP,,,,html-button-response,54,2.1.0,1004266,P1752264185259,false,0,,,,,,,,
687171e57ccbcb9157f6f9a5,comprehension,bamboo,4,1,images/bamboo.jpg,images/bamboo.jpg,images/apron.jpg,images/lumber.jpg,images/yacht.jpg,CP,,,,html-button-response,52,2.1.0,1004265,P1752264185259,false,0,,,,,,,,
687171e57ccbcb9157f6f9a7,comprehension,artichoke,4,2,images/artichoke.jpg,images/sunroof.jpg,images/artichoke.jpg,images/cello.jpg,images/leek.jpg,CP,,,,html-button-response,55,2.1.0,1004267,P1752264185259,false,0,,,,,,,,
687171e57ccbcb9157f6f9a9,comprehension,tapestry,4,4,images/tapestry.jpg,images/forklift.jpg,images/leggings.jpg,images/backdrop.jpg,images/tapestry.jpg,CP,,,,html-button-response,50,2.1.0,1004264,P1752264185259,false,0,,,,,,,,
687171e57ccbcb9157f6f9ab,comprehension,turbine,4,3,images/turbine.jpg,images/generator.jpg,images/tab.jpg,images/turbine.jpg,images/pesto.jpg,CP,,,,html-button-response,56,2.1.0,1004267,P1752264185259,false,0,,,,,,,,
687171e57ccbcb9157f6f9a1,comprehension,sorbet,4,4,images/sorbet.jpg,images/tamale.jpg,images/chive.jpg,images/palette.jpg,images/sorbet.jpg,CP,,,,html-button-response,53,2.1.0,1004266,P1752264185259,false,0,,,,,,,,
687171e57ccbcb9157f6f9a3,comprehension,mandolin,4,3,images/mandolin.jpg,images/gourd.jpg,images/seismograph.jpg,images/mandolin.jpg,images/mast.jpg,CP,,,,html-button-response,51,2.1.0,1004265,P1752264185259,false,0,,,,,,,,
687171e57ccbcb9157f6f9ad,comprehension,gondola,4,1,images/gondola.jpg,images/gondola.jpg,images/charger.jpg,images/clipboard.jpg,images/trolley.jpg,CP,,,,html-button-response,57,2.1.0,1004269,P1752264185259,false,0,,,,,,,,
687171f37ccbcb9157f6f9af,production,duck,0,,images/duck.jpg,,,,,CP,6334,,,survey-html-form,60,2.1.0,1017706,P1752264185259,true,0,,,,duck,duck,duck,duck,
687171fb7ccbcb9157f6f9b1,production,wheel,0,,images/wheel.jpg,,,,,CP,8224,,,survey-html-form,61,2.1.0,1025934,P1752264185259,true,0,,,,wheel,wheel,wheel,wheel,
687172077ccbcb9157f6f9b3,production,squirrel,1,,images/squirrel.jpg,,,,,CP,10905,,,survey-html-form,63,2.1.0,1038572,P1752264185259,false,0,,,,rabbit,rabbit,rabbit,squirrel,
6871720d7ccbcb9157f6f9b5,production,potato,1,,images/potato.jpg,,,,,CP,5556,,,survey-html-form,64,2.1.0,1044132,P1752264185259,true,0,,,,potato,potato,potato,potato,
687172147ccbcb9157f6f9b7,production,ship,1,,images/ship.jpg,,,,,CP,6946,,,survey-html-form,65,2.1.0,1051081,P1752264185259,true,0,,,,ship,ship,ship,ship,
6871723f7ccbcb9157f6f9b9,production,elbow,1,,images/elbow.jpg,,,,,CP,43309,,,survey-html-form,66,2.1.0,1094393,P1752264185259,false,0,,,,bone,bone,bone,elbow,
6871725a7ccbcb9157f6f9bb,production,puddle,1,,images/puddle.jpg,,,,,CP,26995,,,survey-html-form,67,2.1.0,1121392,P1752264185259,true,0,,,,water/puddle,water/puddle,puddle,puddle,
687172687ccbcb9157f6f9bd,production,pajamas,1,,images/pajamas.jpg,,,,,CP,13685,,,survey-html-form,68,2.1.0,1135081,P1752264185259,false,0,,,,T-Shirt,t-shirt,t-shirt,pajamas,
687172907ccbcb9157f6f9bf,production,horn,1,,images/horn.jpg,,,,,CP,40420,,,survey-html-form,69,2.1.0,1175504,P1752264185259,false,0,,,,idk,idk,idk,horn,
6871729d7ccbcb9157f6f9c1,production,lollipop,1,,images/lollipop.jpg,,,,,CP,12825,,,survey-html-form,70,2.1.0,1188332,P1752264185259,true,0,,,,candy/lollipop,candy/lollipop,lollipop,lollipop,
687172a67ccbcb9157f6f9c3,production,sprinkler,1,,images/sprinkler.jpg,,,,,CP,9299,,,survey-html-form,71,2.1.0,1197634,P1752264185259,true,0,,,,sprinkler,sprinkler,sprinkler,sprinkler,
687172b77ccbcb9157f6f9c5,production,seagull,1,,images/seagull.jpg,,,,,CP,16988,,,survey-html-form,72,2.1.0,1214626,P1752264185259,false,0,,,,white bird,white bird,white bird,seagull,
687172bd7ccbcb9157f6f9c7,production,watermelon,1,,images/watermelon.jpg,,,,,CP,5921,,,survey-html-form,73,2.1.0,1220550,P1752264185259,false,0,,,,wtaermelon,wtaermelon,wtaermelon,watermelon,
687172c87ccbcb9157f6f9c9,production,rice,1,,images/rice.jpg,,,,,CP,10476,,,survey-html-form,74,2.1.0,1231032,P1752264185259,false,0,,,,sugar,sugar,sugar,rice,
687172dc7ccbcb9157f6f9cb,production,cake,1,,images/cake.jpg,,,,,CP,19649,,,survey-html-form,75,2.1.0,1250686,P1752264185259,false,0,,,,dessert/cake/fruitcake,dessert/cake/fruitcake,fruitcake,cake,
687172e17ccbcb9157f6f9cd,production,carrot,1,,images/carrot.jpg,,,,,CP,5948,,,survey-html-form,76,2.1.0,1256639,P1752264185259,true,0,,,,carrot,carrot,carrot,carrot,
687172ec7ccbcb9157f6f9cf,production,squash,2,,images/squash.jpg,,,,,CP,10268,,,survey-html-form,77,2.1.0,1266912,P1752264185259,false,0,,,,pumpkin,pumpkin,pumpkin,squash,
687172ff7ccbcb9157f6f9d1,production,foam,2,,images/foam.jpg,,,,,CP,19431,,,survey-html-form,78,2.1.0,1286346,P1752264185259,false,0,,,,idk,idk,idk,foam,
687173077ccbcb9157f6f9d3,production,trumpet,2,,images/trumpet.jpg,,,,,CP,7853,,,survey-html-form,79,2.1.0,1294204,P1752264185259,true,0,,,,trumpet,trumpet,trumpet,trumpet,
687173267ccbcb9157f6f9d5,production,silverware,2,,images/silverware.jpg,,,,,CP,30826,,,survey-html-form,80,2.1.0,1325034,P1752264185259,false,0,,,,spoon & fork,spoon & fork,spoon & fork,silverware,
687173367ccbcb9157f6f9d7,production,omelet,2,,images/omelet.jpg,,,,,CP,16365,,,survey-html-form,81,2.1.0,1341405,P1752264185259,false,0,,,,veggie egg,veggie egg,veggie egg,omelet,
687173497ccbcb9157f6f9d9,production,pitcher,2,,images/pitcher.jpg,,,,,CP,19081,,,survey-html-form,82,2.1.0,1360490,P1752264185259,false,0,,,,jug,jug,jug,pitcher,
687173547ccbcb9157f6f9db,production,cornbread,2,,images/cornbread.jpg,,,,,CP,10923,,,survey-html-form,83,2.1.0,1371419,P1752264185259,false,0,,,,bread cake,bread cake,bread cake,cornbread,
6871735f7ccbcb9157f6f9dd,production,typewriter,2,,images/typewriter.jpg,,,,,CP,11196,,,survey-html-form,84,2.1.0,1382620,P1752264185259,false,0,,,,idk,idk,idk,typewriter,
687173707ccbcb9157f6f9df,production,cassette,2,,images/cassette.jpg,,,,,CP,16237,,,survey-html-form,85,2.1.0,1398860,P1752264185259,false,0,,,,idk,idk,idk,cassette,
6871738f7ccbcb9157f6f9e1,,,,,,,,,,,20389,,,survey-html-form,1,2.1.0,21512,P1752265594334,,0,4,male,yes,,,,,P002
687173967ccbcb9157f6f9e3,comprehension,ant,0,1,images/ant.jpg,images/ant.jpg,images/muffin.jpg,images/mint.jpg,images/raspberry.jpg,CP,2944,<h3>Which is the ant?</h3>,0,html-button-response,3,2.1.0,27890,P1752265594334,true,0,,,,,,,,
6871739a7ccbcb9157f6f9e5,comprehension,duck,0,1,images/duck.jpg,images/duck.jpg,images/tongue.jpg,images/snake.jpg,images/ladder.jpg,CP,4095,<h3>Which is the duck?</h3>,0,html-button-response,4,2.1.0,31990,P1752265594334,true,0,,,,,,,,
6871739e7ccbcb9157f6f9e7,comprehension,potato,1,2,images/potato.jpg,images/dragonfly.jpg,images/potato.jpg,images/pot.jpg,images/glasses.jpg,CP,2450,<h3>Which is the potato?</h3>,1,html-button-response,6,2.1.0,36174,P1752265594334,true,0,,,,,,,,
687173a27ccbcb9157f6f9e9,comprehension,squirrel,1,3,images/squirrel.jpg,images/eagle.jpg,images/shorts.jpg,images/squirrel.jpg,images/monkey.jpg,CP,3442,<h3>Which is the squirrel?</h3>,2,html-button-response,7,2.1.0,39622,P1752265594334,true,0,,,,,,,,
687173a47ccbcb9157f6f9eb,comprehension,marshmallow,1,2,images/marshmallow.jpg,images/snowball.jpg,images/marshmallow.jpg,images/dryer.jpg,images/rooster.jpg,CP,2247,<h3>Which is the marshmallow?</h3>,1,html-button-response,8,2.1.0,41872,P1752265594334,true,0,,,,,,,,
687173a67ccbcb9157f6f9ed,comprehension,turtle,1,2,images/turtle.jpg,images/frog.jpg,images/turtle.jpg,images/railing.jpg,images/horse.jpg,CP,2727,<h3>Which is the turtle?</h3>,1,html-button-response,9,2.1.0,44605,P1752265594334,true,0,,,,,,,,
687173aa7ccbcb9157f6f9ef,comprehension,elbow,1,4,images/elbow.jpg,images/bed.jpg,images/arm.jpg,images/gorilla.jpg,images/elbow.jpg,CP,3911,<h3>Which is the elbow?</h3>,3,html-button-response,10,2.1.0,48521,P1752265594334,true,0,,,,,,,,
687173ae7ccbcb9157f6f9f1,comprehension,shower,1,4,images/shower.jpg,images/toe.jpg,images/soap.jpg,images/cantaloupe.jpg,images/shower.jpg,CP,3746,<h3>Which is the shower?</h3>,3,html-button-response,11,2.1.0,52272,P1752265594334,true,0,,,,,,,,
687173b07ccbcb9157f6f9f3,comprehension,sprinkler,1,1,images/sprinkler.jpg,images/sprinkler.jpg,images/flower.jpg,images/charcoal.jpg,images/sparkler.jpg,CP,1879,<h3>Which is the sprinkler?</h3>,0,html-button-response,12,2.1.0,54155,P1752265594334,true,0,,,,,,,,
687173b57ccbcb9157f6f9f5,comprehension,otter,1,3,images/otter.jpg,images/tablecloth.jpg,images/goose.jpg,images/otter.jpg,images/beaver.jpg,CP,5062,<h3>Which is the otter?</h3>,2,html-button-response,13,2.1.0,59222,P1752265594334,true,0,,,,,,,,
687173b77ccbcb9157f6f9f7,comprehension,ship,1,2,images/ship.jpg,images/boat.jpg,images/ship.jpg,images/nose.jpg,images/zucchini.jpg,CP,2330,<h3>Which is the ship?</h3>,0,html-button-response,14,2.1.0,61556,P1752265594334,false,0,,,,,,,,
687173ba7ccbcb9157f6f9f9,comprehension,oatmeal,1,4,images/oatmeal.jpg,images/cereal.jpg,images/aquarium.jpg,images/collar.jpg,images/oatmeal.jpg,CP,2278,<h3>Which is the oatmeal?</h3>,3,html-button-response,15,2.1.0,63837,P1752265594334,true,0,,,,,,,,
687173bc7ccbcb9157f6f9fb,comprehension,watermelon,1,3,images/watermelon.jpg,images/strawberry.jpg,images/screwdriver.jpg,images/watermelon.jpg,images/crane.jpg,CP,2312,<h3>Which is the watermelon?</h3>,2,html-button-response,16,2.1.0,66153,P1752265594334,true,0,,,,,,,,
687173bf7ccbcb9157f6f9fd,comprehension,puddle,1,2,images/puddle.jpg,images/baseball.jpg,images/puddle.jpg,images/bubble.jpg,images/salami.jpg,CP,3313,<h3>Which is the puddle?</h3>,1,html-button-response,17,2.1.0,69470,P1752265594334,true,0,,,,,,,,
687173c27ccbcb9157f6f9ff,comprehension,fox,1,3,images/fox.jpg,images/wolf.jpg,images/reindeer.jpg,images/fox.jpg,images/harmonica.jpg,CP,2343,<h3>Which is the fox?</h3>,2,html-button-response,18,2.1.0,71817,P1752265594334,true,0,,,,,,,,
687173c57ccbcb9157f6fa01,comprehension,koala,2,1,images/koala.jpg,images/koala.jpg,images/bee.jpg,images/backscratcher.jpg,images/panda.jpg,CP,3599,<h3>Which is the koala?</h3>,0,html-button-response,19,2.1.0,75419,P1752265594334,true,0,,,,,,,,
687173c97ccbcb9157f6fa03,comprehension,snail,2,1,images/snail.jpg,images/snail.jpg,images/visor.jpg,images/cow.jpg,images/worm.jpg,CP,3213,<h3>Which is the snail?</h3>,0,html-button-response,20,2.1.0,78636,P1752265594334,true,0,,,,,,,,
687173cc7ccbcb9157f6fa05,comprehension,squash,2,3,images/squash.jpg,images/branch.jpg,images/gazelle.jpg,images/squash.jpg,images/pumpkin.jpg,CP,3027,<h3>Which is the squash?</h3>,1,html-button-response,21,2.1.0,81668,P1752265594334,false,0,,,,,,,,
687173ce7ccbcb9157f6fa07,comprehension,blender,2,3,images/blender.jpg,images/blind.jpg,images/mailbox.jpg,images/blender.jpg,images/trampoline.jpg,CP,2230,<h3>Which is the blender?</h3>,2,html-button-response,22,2.1.0,83901,P1752265594334,true,0,,,,,,,,
687173d07ccbcb9157f6fa09,comprehension,acorn,2,3,images/acorn.jpg,images/coconut.jpg,images/clothesline.jpg,images/acorn.jpg,images/key.jpg,CP,2629,<h3>Which is the acorn?</h3>,2,html-button-response,23,2.1.0,86534,P1752265594334,true,0,,,,,,,,
687173d37ccbcb9157f6fa0b,comprehension,caramel,2,3,images/caramel.jpg,images/olive.jpg,images/warthog.jpg,images/caramel.jpg,images/amber.jpg,CP,2229,<h3>Which is the caramel?</h3>,3,html-button-response,24,2.1.0,88768,P1752265594334,false,0,,,,,,,,
687173d57ccbcb9157f6fa0d,comprehension,sunflower,2,3,images/sunflower.jpg,images/pinball.jpg,images/pineapple.jpg,images/sunflower.jpg,images/rim.jpg,CP,2713,<h3>Which is the sunflower?</h3>,2,html-button-response,25,2.1.0,91484,P1752265594334,true,0,,,,,,,,
687173d87ccbcb9157f6fa0f,comprehension,carousel,2,1,images/carousel.jpg,images/carousel.jpg,images/dish.jpg,images/melon.jpg,images/carriage.jpg,CP,2163,<h3>Which is the carousel?</h3>,0,html-button-response,26,2.1.0,93650,P1752265594334,true,0,,,,,,,,
687173da7ccbcb9157f6fa11,comprehension,saddle,2,1,images/saddle.jpg,images/saddle.jpg,images/handle.jpg,images/broccoli.jpg,images/figurine.jpg,CP,2747,<h3>Which is the saddle?</h3>,3,html-button-response,27,2.1.0,96396,P1752265594334,false,0,,,,,,,,
687173dd7ccbcb9157f6fa13,comprehension,omelet,2,1,images/omelet.jpg,images/omelet.jpg,images/clay.jpg,images/trunk.jpg,images/pancake.jpg,CP,2647,<h3>Which is the omelet?</h3>,0,html-button-response,28,2.1.0,99042,P1752265594334,true,0,,,,,,,,
687173e07ccbcb9157f6fa15,comprehension,silverware,2,1,images/silverware.jpg,images/silverware.jpg,images/garlic.jpg,images/eggnog.jpg,images/trophy.jpg,CP,3446,<h3>Which is the silverware?</h3>,3,html-button-response,29,2.1.0,102487,P1752265594334,false,0,,,,,,,,
687173e37ccbcb9157f6fa17,comprehension,typewriter,2,1,images/typewriter.jpg,images/typewriter.jpg,images/sunglasses.jpg,images/printer.jpg,images/drumstick.jpg,CP,2680,<h3>Which is the typewriter?</h3>,0,html-button-response,30,2.1.0,105168,P1752265594334,true,0,,,,,,,,
